ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE
5000440,M,N,Y,0,158000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13140,-4745,1,0,1,0,Realty agents
5000441,F,Y,Y,0,119000.0,Working,Secondary / secondary special,Married,House / apartment,-9490,-2190,1,0,0,0,Sales staff
5000442,M,N,N,0,88000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8395,365243,1,0,0,0,
5000443,M,N,N,3,93000.0,Working,Higher education,Married,House / apartment,-22265,-15330,1,1,0,0,Cooking staff
5000444,F,N,Y,3,371000.0,Pensioner,Higher education,Married,House / apartment,-22995,365243,1,0,0,0,
5000445,F,Y,Y,0,133000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14965,-5840,1,0,0,0,Drivers
5000446,F,N,Y,1,197000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12045,-1095,1,0,0,0,High skill tech staff
5000447,F,N,Y,1,90000.0,Pensioner,Higher education,Civil marriage,House / apartment,-13870,365243,1,0,0,0,
5000448,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16060,-4380,1,0,1,0,Managers
5000449,M,N,Y,0,229000.0,State servant,Secondary / secondary special,Married,House / apartment,-17155,-2190,1,0,0,0,Realty agents
5000450,F,N,Y,0,68000.0,Working,Secondary / secondary special,Married,House / apartment,-8760,0,1,0,1,0,HR staff
5000451,F,N,N,0,108000.0,State servant,Higher education,Married,House / apartment,-15330,-4380,1,0,0,0,HR staff
5000452,F,N,Y,0,136000.0,Commercial associate,Higher education,Married,House / apartment,-16060,0,1,0,0,0,Cleaning staff
5000453,F,N,Y,0,141000.0,Working,Secondary / secondary special,Separated,House / apartment,-21900,-3650,1,0,0,0,Core staff
5000454,M,Y,Y,2,122000.0,Working,Secondary / secondary special,Married,House / apartment,-23725,-1825,1,0,1,0,Realty agents
5000455,F,N,Y,0,162000.0,Working,Secondary / secondary special,Separated,House / apartment,-10950,-1095,1,0,1,0,Secretaries
5000456,M,N,Y,0,188000.0,Working,Secondary / secondary special,Married,House / apartment,-8030,-730,1,0,0,0,IT staff
5000457,F,N,Y,0,192000.0,Working,Secondary / secondary special,Widow,House / apartment,-21900,-13140,1,1,0,0,Security staff
5000458,M,Y,Y,0,81000.0,Working,Higher education,Married,House / apartment,-9490,-2920,1,1,0,0,High skill tech staff
5000459,M,N,Y,0,116000.0,Working,Secondary / secondary special,Separated,House / apartment,-13870,-4015,1,0,0,1,HR staff
5000460,M,N,N,0,242000.0,Pensioner,Higher education,Married,House / apartment,-13505,365243,1,0,1,0,
5000461,F,N,N,0,208000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21170,-10585,1,1,0,0,Drivers
5000462,F,Y,Y,0,67000.0,Working,Secondary / secondary special,Separated,House / apartment,-23725,-9855,1,0,0,1,Private service staff
5000463,F,N,Y,0,159000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15695,-3285,1,0,1,0,High skill tech staff
5000464,F,N,Y,0,50000.0,Working,Secondary / secondary special,Married,House / apartment,-18250,-6570,1,0,1,0,Waiters/barmen staff
5000465,M,Y,Y,1,136000.0,Working,Secondary / secondary special,Married,House / apartment,-14965,-1460,1,0,0,0,HR staff
5000466,M,N,Y,0,344000.0,Working,Incomplete higher,Separated,House / apartment,-10950,-3285,1,0,0,0,Accountants
5000467,F,N,Y,0,83000.0,State servant,Higher education,Married,House / apartment,-22995,-1460,1,0,0,0,Core staff
5000468,M,N,Y,1,88000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-12045,365243,1,0,0,1,
5000469,F,N,Y,0,195000.0,Working,Secondary / secondary special,Married,House / apartment,-11680,-2920,1,0,0,0,High skill tech staff
5000470,M,N,Y,0,62000.0,Commercial associate,Higher education,Married,House / apartment,-10585,-3650,1,1,1,0,Cooking staff
5000471,F,N,N,1,97000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8760,-1095,1,0,1,0,Accountants
5000472,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21535,-9125,1,0,0,0,Core staff
5000473,F,N,N,0,97000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16060,-9490,1,0,0,0,Medicine staff
5000474,F,Y,Y,1,118000.0,Commercial associate,Higher education,Separated,House / apartment,-19710,-7300,1,0,0,0,Cleaning staff
5000475,F,N,N,1,193000.0,Working,Secondary / secondary special,Married,House / apartment,-21535,0,1,0,0,0,Managers
5000476,M,N,Y,2,165000.0,Working,Secondary / secondary special,Married,House / apartment,-22265,-9855,1,0,0,0,HR staff
5000477,F,N,N,0,152000.0,Working,Higher education,Married,House / apartment,-9125,-2555,1,0,0,0,IT staff
5000478,F,N,Y,0,112000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-12775,365243,1,0,0,0,
5000479,F,N,N,0,160000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8760,-365,1,0,0,0,Low-skill Laborers
5000480,F,N,Y,0,125000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21535,365243,1,0,0,0,
5000481,F,Y,N,0,168000.0,State servant,Higher education,Married,House / apartment,-10220,-3285,1,0,0,1,Drivers
5000482,F,N,N,0,104000.0,Working,Secondary / secondary special,Married,House / apartment,-23725,-5110,1,0,0,0,Core staff
5000483,F,Y,Y,2,122000.0,Commercial associate,Lower secondary,Married,House / apartment,-16060,-8030,1,0,0,0,Cleaning staff
5000484,F,Y,Y,0,81000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17520,-5840,1,0,0,0,Laborers
5000485,F,N,N,0,131000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-22995,-9125,1,0,0,0,Low-skill Laborers
5000486,M,N,Y,0,89000.0,State servant,Lower secondary,Married,House / apartment,-17155,-6935,1,0,0,0,Drivers
5000487,M,N,N,0,76000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-7665,0,1,0,1,0,IT staff
5000488,F,N,Y,0,152000.0,Working,Secondary / secondary special,Married,House / apartment,-19710,-4380,1,0,0,0,Waiters/barmen staff
5000489,F,N,Y,0,148000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-13505,365243,1,1,0,0,
5000490,F,Y,Y,0,197000.0,Working,Secondary / secondary special,Married,House / apartment,-20805,-11680,1,1,0,1,Low-skill Laborers
5000491,F,N,Y,0,107000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21170,365243,1,0,0,0,
5000492,M,Y,N,1,163000.0,Pensioner,Secondary / secondary special,Married,Rented apartment,-16790,365243,1,1,1,0,
5000493,M,Y,Y,1,176000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16060,-8760,1,0,1,1,Accountants
5000494,F,N,Y,0,166000.0,Commercial associate,Higher education,Married,House / apartment,-21535,-2555,1,0,0,0,Medicine staff
5000495,M,N,Y,0,88000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14965,-1460,1,0,0,0,IT staff
5000496,F,N,Y,1,144000.0,Working,Academic degree,Civil marriage,House / apartment,-18250,-1825,1,0,0,0,Accountants
5000497,M,N,N,1,160000.0,Working,Secondary / secondary special,Married,House / apartment,-12045,-2190,1,0,0,0,Realty agents
5000498,F,N,N,0,134000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20805,-10585,1,0,0,0,HR staff
5000499,F,N,Y,1,47000.0,State servant,Secondary / secondary special,Married,House / apartment,-8395,-1825,1,0,0,0,Cleaning staff
5000500,F,N,N,0,144000.0,State servant,Secondary / secondary special,Married,House / apartment,-18980,-8030,1,0,0,0,Laborers
5000501,F,N,N,1,403000.0,Working,Secondary / secondary special,Single / not married,With parents,-20075,-3650,1,0,0,0,Medicine staff
5000502,M,Y,Y,3,111000.0,Pensioner,Higher education,Married,House / apartment,-14235,365243,1,0,1,0,
5000503,F,Y,N,0,93000.0,Commercial associate,Higher education,Married,House / apartment,-12410,-1825,1,0,0,0,Laborers
5000504,F,N,Y,1,161000.0,Working,Incomplete higher,Married,House / apartment,-15330,-3650,1,0,0,0,Cooking staff
5000505,M,N,Y,0,156000.0,Working,Secondary / secondary special,Married,House / apartment,-13505,-4380,1,0,0,0,Cooking staff
5000506,F,N,N,2,242000.0,Working,Higher education,Married,House / apartment,-8760,-2190,1,0,0,0,Security staff
5000507,F,N,Y,0,71000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23725,365243,1,0,1,0,
5000508,F,N,N,1,192000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21900,-4015,1,0,0,0,Cleaning staff
5000509,F,N,N,0,179000.0,Commercial associate,Higher education,Single / not married,House / apartment,-14235,-7665,1,0,1,1,Laborers
5000510,F,N,Y,0,124000.0,Working,Secondary / secondary special,Married,House / apartment,-20805,-365,1,0,0,0,Medicine staff
5000511,F,N,N,0,158000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8030,-1460,1,0,1,0,Private service staff
5000512,F,N,Y,2,223000.0,Working,Secondary / secondary special,Married,Rented apartment,-12775,-730,1,0,1,0,Laborers
5000513,F,Y,Y,1,206000.0,Working,Secondary / secondary special,Married,House / apartment,-8030,-1095,1,1,0,0,Security staff
5000514,M,Y,Y,1,75000.0,Commercial associate,Higher education,Married,Municipal apartment,-11315,0,1,0,0,0,Managers
5000515,M,Y,N,2,201000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-23725,-9855,1,0,1,1,Secretaries
5000516,M,N,Y,0,129000.0,Pensioner,Lower secondary,Civil marriage,House / apartment,-15695,365243,1,0,0,0,
5000517,F,N,Y,0,138000.0,Working,Secondary / secondary special,Married,House / apartment,-10950,-4015,1,1,0,0,High skill tech staff
5000518,F,Y,Y,0,138000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8395,-1825,1,0,0,0,Drivers
5000519,M,N,N,0,124000.0,Working,Secondary / secondary special,Married,House / apartment,-9125,-1825,1,0,0,0,Drivers
5000520,F,Y,Y,0,242000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-8395,-730,1,0,0,0,IT staff
5000521,M,N,Y,0,128000.0,Working,Secondary / secondary special,Married,House / apartment,-21170,-8395,1,1,0,0,Sales staff
5000522,F,N,Y,0,76000.0,Working,Higher education,Separated,House / apartment,-12045,-5110,1,0,0,0,Core staff
5000523,F,Y,Y,0,109000.0,Pensioner,Higher education,Married,House / apartment,-22630,365243,1,0,0,0,
5000524,F,N,N,0,146000.0,Working,Higher education,Married,House / apartment,-14235,-730,1,0,1,0,Managers
5000525,F,Y,Y,0,246000.0,Pensioner,Higher education,Separated,House / apartment,-21900,365243,1,0,0,0,
5000526,F,Y,Y,2,180000.0,Student,Higher education,Married,House / apartment,-20075,-10585,1,1,1,1,IT staff
5000527,M,Y,N,1,87000.0,Working,Secondary / secondary special,Married,House / apartment,-16060,-1825,1,0,1,0,Cooking staff
5000528,M,N,Y,2,462000.0,Working,Higher education,Married,With parents,-16060,-9125,1,0,1,0,Security staff
5000529,F,N,N,0,152000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13505,-365,1,1,1,0,Secretaries
5000530,F,Y,Y,0,252000.0,State servant,Secondary / secondary special,Married,House / apartment,-21900,-4745,1,1,1,0,Laborers
5000531,F,N,N,1,124000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10950,365243,1,0,1,0,
5000532,F,N,Y,0,174000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8030,0,1,0,0,0,Cleaning staff
5000533,F,Y,Y,0,203000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23360,365243,1,1,0,0,
5000534,F,N,N,0,245000.0,Working,Incomplete higher,Separated,House / apartment,-15695,-6205,1,0,1,0,Waiters/barmen staff
5000535,F,Y,N,0,226000.0,State servant,Secondary / secondary special,Married,House / apartment,-9490,-730,1,1,0,0,Security staff
5000536,F,Y,N,0,206000.0,State servant,Secondary / secondary special,Married,House / apartment,-8030,-1095,1,1,1,0,HR staff
5000537,M,N,Y,0,114000.0,Working,Secondary / secondary special,Married,House / apartment,-14965,-4380,1,0,1,1,Medicine staff
5000538,F,Y,N,0,100000.0,Working,Secondary / secondary special,Married,House / apartment,-20075,-9125,1,1,0,0,Core staff
5000539,M,N,N,0,157000.0,Working,Secondary / secondary special,Married,House / apartment,-17885,-4015,1,0,1,0,Accountants
5000540,F,N,Y,0,212000.0,Working,Secondary / secondary special,Widow,House / apartment,-9855,-365,1,0,0,1,Accountants
5000541,F,Y,N,1,119000.0,Pensioner,Secondary / secondary special,Married,Office apartment,-17885,365243,1,0,0,0,
5000542,M,N,N,0,227000.0,Working,Secondary / secondary special,Married,House / apartment,-20805,-2920,1,1,0,0,Secretaries
5000543,F,Y,Y,0,275000.0,Working,Higher education,Married,House / apartment,-15695,-5840,1,0,0,0,Medicine staff
5000544,F,N,Y,1,84000.0,Working,Higher education,Single / not married,House / apartment,-19345,-7300,1,0,0,0,Waiters/barmen staff
5000545,M,N,Y,0,88000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-10220,0,1,1,0,0,Laborers
5000546,M,N,Y,0,124000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11680,-1460,1,0,0,1,Low-skill Laborers
5000547,F,N,Y,0,155000.0,Working,Secondary / secondary special,Married,House / apartment,-10950,-2555,1,0,1,0,Sales staff
5000548,F,Y,Y,0,103000.0,Working,Higher education,Married,House / apartment,-12775,-2555,1,1,0,0,High skill tech staff
5000549,F,N,Y,0,262000.0,State servant,Secondary / secondary special,Married,House / apartment,-16060,-3650,1,0,0,0,Secretaries
5000550,F,N,Y,1,165000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16790,365243,1,1,0,0,
5000551,F,N,Y,0,136000.0,Working,Higher education,Married,House / apartment,-22630,-8395,1,1,1,0,Managers
5000552,F,N,N,0,65000.0,Working,Secondary / secondary special,Married,House / apartment,-21535,-12045,1,0,1,0,Sales staff
5000553,F,N,N,0,69000.0,Working,Secondary / secondary special,Married,House / apartment,-8395,-1095,1,0,0,0,Managers
5000554,F,Y,Y,0,153000.0,Working,Secondary / secondary special,Married,House / apartment,-8030,-1460,1,0,0,0,Drivers
5000555,F,Y,N,0,46000.0,Commercial associate,Higher education,Separated,House / apartment,-9490,0,1,0,1,0,IT staff
5000556,M,N,Y,0,221000.0,State servant,Higher education,Separated,House / apartment,-14965,-8030,1,0,0,0,Security staff
5000557,M,N,Y,0,123000.0,Working,Secondary / secondary special,Married,House / apartment,-10585,-1825,1,1,0,0,Medicine staff
5000558,F,N,Y,0,674000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10950,365243,1,0,0,0,
5000559,F,N,Y,0,423000.0,Working,Secondary / secondary special,Married,Office apartment,-20440,-4745,1,0,0,0,Private service staff
5000560,F,N,N,0,122000.0,Commercial associate,Incomplete higher,Married,House / apartment,-8395,-1825,1,0,1,1,Sales staff
5000561,M,Y,N,1,126000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-22265,-5475,1,0,0,0,IT staff
5000562,M,N,Y,0,219000.0,Working,Secondary / secondary special,Married,House / apartment,-16060,-5840,1,0,0,0,Medicine staff
5000563,M,Y,Y,0,312000.0,Working,Higher education,Civil marriage,House / apartment,-15330,-1825,1,0,0,0,Laborers
5000564,M,N,Y,0,59000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12410,-2190,1,0,1,0,Waiters/barmen staff
5000565,F,N,Y,1,55000.0,Working,Secondary / secondary special,Married,House / apartment,-22630,-9125,1,0,1,0,Low-skill Laborers
5000566,M,N,Y,0,98000.0,Working,Secondary / secondary special,Married,House / apartment,-23725,-9125,1,1,1,0,Private service staff
5000567,F,Y,Y,0,178000.0,Working,Secondary / secondary special,Married,House / apartment,-23360,0,1,1,0,1,Sales staff
5000568,F,N,N,1,171000.0,State servant,Higher education,Married,House / apartment,-17155,-8760,1,0,0,0,IT staff
5000569,M,N,N,1,227000.0,Working,Secondary / secondary special,Married,House / apartment,-19345,-5110,1,0,1,0,Low-skill Laborers
5000570,F,N,Y,0,73000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15330,365243,1,0,0,0,
5000571,F,Y,N,0,42000.0,Working,Higher education,Civil marriage,House / apartment,-17885,-6935,1,0,1,0,Secretaries
5000572,M,N,Y,1,205000.0,Pensioner,Higher education,Married,Rented apartment,-14235,365243,1,0,0,0,
5000573,F,N,Y,3,88000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14235,-7300,1,0,0,0,Security staff
5000574,F,Y,Y,1,49000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9490,365243,1,0,0,0,
5000575,F,Y,Y,0,143000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-23725,-6205,1,0,1,0,Laborers
5000576,M,Y,N,0,198000.0,Commercial associate,Secondary / secondary special,Married,With parents,-14235,-4380,1,1,1,0,High skill tech staff
5000577,F,N,Y,0,125000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-12045,-2555,1,0,0,0,Cooking staff
5000578,F,N,Y,1,106000.0,Working,Higher education,Married,House / apartment,-16790,-365,1,0,0,0,Security staff
5000579,M,N,Y,0,123000.0,Working,Secondary / secondary special,Married,House / apartment,-15330,-6570,1,1,1,0,Secretaries
5000580,F,Y,Y,0,111000.0,Working,Secondary / secondary special,Married,House / apartment,-14965,-5110,1,0,0,0,Cooking staff
5000581,F,N,N,1,68000.0,Working,Secondary / secondary special,Married,House / apartment,-20440,-8760,1,0,1,0,Waiters/barmen staff
5000582,F,N,Y,0,93000.0,Pensioner,Higher education,Civil marriage,House / apartment,-8030,365243,1,0,0,0,
5000583,M,N,Y,1,173000.0,Working,Secondary / secondary special,Married,House / apartment,-23360,-4745,1,0,0,0,Cleaning staff
5000584,F,N,Y,0,157000.0,Working,Secondary / secondary special,Civil marriage,With parents,-18250,-1825,1,0,0,1,Accountants
5000585,M,Y,Y,0,145000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17155,-4015,1,0,0,0,Core staff
5000586,M,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-9855,-1095,1,0,0,0,Waiters/barmen staff
5000587,M,N,Y,1,122000.0,Working,Secondary / secondary special,Married,House / apartment,-14600,-8030,1,0,0,0,High skill tech staff
5000588,M,N,Y,0,45000.0,Working,Secondary / secondary special,Married,With parents,-18615,-10585,1,0,0,0,Drivers
5000589,M,N,N,0,146000.0,State servant,Higher education,Single / not married,House / apartment,-15695,-1825,1,0,0,0,Drivers
5000590,M,N,N,2,272000.0,Pensioner,Higher education,Single / not married,House / apartment,-12045,365243,1,0,0,0,
5000591,F,N,N,0,64000.0,Pensioner,Higher education,Married,House / apartment,-13505,365243,1,0,1,0,
5000592,M,Y,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-8760,-365,1,0,0,0,High skill tech staff
5000593,M,Y,Y,0,157000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12410,-2920,1,0,0,0,Security staff
5000594,F,N,Y,0,249000.0,Working,Secondary / secondary special,Married,House / apartment,-14600,-1095,1,0,0,0,Waiters/barmen staff
5000595,F,N,N,0,106000.0,Working,Secondary / secondary special,Married,House / apartment,-12045,-5475,1,0,0,0,Realty agents
5000596,F,Y,Y,0,94000.0,Working,Higher education,Married,House / apartment,-8395,0,1,0,1,1,Sales staff
5000597,M,Y,Y,0,50000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16790,-365,1,0,0,0,Laborers
5000598,M,Y,Y,0,140000.0,Working,Secondary / secondary special,Married,House / apartment,-16790,-5475,1,0,1,0,Security staff
5000599,M,N,Y,0,370000.0,Working,Higher education,Married,House / apartment,-13870,-4745,1,0,0,0,Sales staff
5000600,M,Y,Y,0,153000.0,Working,Incomplete higher,Married,House / apartment,-18980,-9125,1,0,0,0,Drivers
5000601,M,Y,Y,0,132000.0,Working,Secondary / secondary special,Married,House / apartment,-12410,-2555,1,0,0,1,Security staff
5000602,M,Y,N,0,157000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8395,-1825,1,0,1,0,HR staff
5000603,M,N,Y,0,133000.0,Working,Secondary / secondary special,Widow,House / apartment,-7665,-730,1,0,1,0,Laborers
5000604,M,Y,Y,0,89000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16790,-365,1,0,0,0,High skill tech staff
5000605,F,N,Y,0,201000.0,Working,Secondary / secondary special,Married,House / apartment,-16060,-5475,1,1,1,0,Cooking staff
5000606,M,Y,Y,1,149000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20075,365243,1,0,0,1,
5000607,M,N,Y,0,134000.0,Commercial associate,Incomplete higher,Married,House / apartment,-12410,-1095,1,0,1,0,Drivers
5000608,F,Y,N,2,82000.0,Working,Secondary / secondary special,Civil marriage,With parents,-8395,0,1,1,0,0,Waiters/barmen staff
5000609,F,N,Y,2,256000.0,Working,Secondary / secondary special,Married,House / apartment,-12045,-2190,1,0,0,0,Security staff
5000610,M,N,N,0,186000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12410,-4745,1,0,0,0,Core staff
5000611,F,N,Y,0,101000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-14965,365243,1,0,1,0,
5000612,F,N,Y,0,220000.0,Working,Higher education,Married,With parents,-16790,-2555,1,0,1,0,Drivers
5000613,M,Y,N,1,104000.0,Working,Secondary / secondary special,Married,House / apartment,-8395,0,1,0,1,0,Laborers
5000614,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21900,365243,1,0,1,1,
5000615,F,N,Y,0,91000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8760,-1095,1,1,0,0,Security staff
5000616,M,N,Y,0,55000.0,Working,Higher education,Married,House / apartment,-20440,-8760,1,0,1,0,Cooking staff
5000617,M,N,Y,1,169000.0,Working,Secondary / secondary special,Married,House / apartment,-22995,-730,1,0,1,0,Sales staff
5000618,F,N,N,1,53000.0,Working,Higher education,Married,House / apartment,-7665,0,1,0,0,0,Secretaries
5000619,F,N,Y,0,72000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21900,-13505,1,1,0,0,Managers
5000620,M,N,N,0,47000.0,Working,Secondary / secondary special,Married,House / apartment,-19345,-9125,1,0,0,0,Low-skill Laborers
5000621,M,Y,N,0,128000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-9855,-2555,1,1,1,0,High skill tech staff
5000622,M,N,Y,0,124000.0,Working,Higher education,Married,House / apartment,-11315,-1825,1,0,1,0,Realty agents
5000623,F,N,N,1,113000.0,Working,Higher education,Civil marriage,House / apartment,-17155,-1825,1,0,1,0,Drivers
5000624,F,Y,Y,0,79000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12410,-1095,1,0,1,0,Secretaries
5000625,M,N,N,0,74000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15330,365243,1,0,1,0,
5000626,F,Y,Y,0,168000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13140,365243,1,1,1,1,
5000627,F,N,Y,1,101000.0,Working,Secondary / secondary special,Married,House / apartment,-11680,-2190,1,1,1,0,Medicine staff
5000628,M,Y,Y,1,156000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10950,-2555,1,0,0,0,Drivers
5000629,M,N,Y,0,86000.0,Commercial associate,Higher education,Married,House / apartment,-16060,-6570,1,0,0,0,Low-skill Laborers
5000630,F,N,Y,1,146000.0,Working,Higher education,Single / not married,Municipal apartment,-13870,-2190,1,0,0,0,Laborers
5000631,F,Y,N,0,256000.0,Working,Secondary / secondary special,Married,House / apartment,-15330,-730,1,1,1,0,Laborers
5000632,F,N,Y,0,179000.0,Working,Secondary / secondary special,Married,House / apartment,-10585,-2555,1,0,0,0,Accountants
5000633,F,N,Y,0,108000.0,Working,Higher education,Civil marriage,House / apartment,-13505,0,1,0,0,0,Drivers
5000634,M,N,N,0,152000.0,Pensioner,Higher education,Single / not married,House / apartment,-21170,365243,1,0,0,0,
5000635,F,Y,Y,0,118000.0,Working,Secondary / secondary special,Married,House / apartment,-21900,-11680,1,0,0,1,Waiters/barmen staff
5000636,F,N,N,2,134000.0,State servant,Secondary / secondary special,Married,House / apartment,-12045,-4745,1,1,0,0,Secretaries
5000637,M,Y,N,0,113000.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,-20805,-13505,1,0,0,0,Realty agents
5000638,M,N,N,0,123000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9490,-2920,1,0,0,0,IT staff
5000639,M,N,N,0,148000.0,Working,Secondary / secondary special,Married,With parents,-14965,-4745,1,0,0,0,Accountants
5000640,M,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-20440,-12775,1,0,0,0,IT staff
5000641,M,N,Y,2,80000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9855,-1825,1,0,0,0,Accountants
5000642,M,N,N,0,67000.0,Working,Secondary / secondary special,Married,House / apartment,-20440,-5475,1,0,0,0,Medicine staff
5000643,M,N,Y,0,60000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-16425,-9855,1,0,0,0,Low-skill Laborers
5000644,M,Y,Y,1,73000.0,Working,Secondary / secondary special,Married,House / apartment,-11315,-1460,1,1,0,0,IT staff
5000645,F,N,Y,0,144000.0,Pensioner,Higher education,Single / not married,House / apartment,-23360,365243,1,0,0,0,
5000646,F,Y,N,0,85000.0,Working,Higher education,Married,House / apartment,-12410,0,1,0,1,0,Cleaning staff
5000647,F,N,Y,0,172000.0,Working,Secondary / secondary special,Married,Municipal apartment,-23725,-1825,1,0,0,0,Cooking staff
5000648,F,N,Y,0,136000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17885,-2920,1,0,0,0,Laborers
5000649,F,N,Y,3,50000.0,State servant,Incomplete higher,Married,House / apartment,-10950,-4015,1,0,0,0,Medicine staff
5000650,M,Y,Y,1,185000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9125,-730,1,1,0,0,Private service staff
5000651,F,Y,Y,0,200000.0,Working,Secondary / secondary special,Married,House / apartment,-10220,-3650,1,0,0,0,Core staff
5000652,F,Y,Y,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,-9125,-2190,1,0,0,0,Secretaries
5000653,F,N,Y,0,164000.0,Working,Secondary / secondary special,Married,House / apartment,-16060,-730,1,0,0,0,IT staff
5000654,F,Y,N,0,87000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-21900,-4745,1,0,0,0,Realty agents
5000655,M,N,Y,0,140000.0,Commercial associate,Higher education,Married,House / apartment,-16790,-365,1,0,0,0,Secretaries
5000656,M,N,N,0,71000.0,Working,Secondary / secondary special,Married,House / apartment,-9490,-1095,1,0,1,0,Cooking staff
5000657,M,Y,N,0,54000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13140,-6570,1,0,0,1,Sales staff
5000658,F,N,Y,0,110000.0,Working,Higher education,Married,House / apartment,-20440,-4015,1,0,1,0,IT staff
5000659,F,N,Y,2,125000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-11680,-365,1,0,0,0,Medicine staff
5000660,M,N,Y,0,109000.0,Working,Secondary / secondary special,Married,House / apartment,-11315,0,1,0,0,0,Laborers
5000661,F,N,N,0,74000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8395,-730,1,0,0,0,Secretaries
5000662,F,N,Y,0,109000.0,Working,Secondary / secondary special,Separated,House / apartment,-23360,-3285,1,0,1,0,Security staff
