ID,MONTHS_BALANCE,STATUS
5000461,-18,C
5000461,-17,C
5000461,-16,0
5000461,-15,0
5000461,-14,C
5000461,-13,X
5000461,-12,X
5000461,-11,C
5000461,-10,C
5000461,-9,X
5000461,-8,X
5000461,-7,C
5000461,-6,C
5000461,-5,C
5000461,-4,C
5000461,-3,X
5000461,-2,C
5000461,-1,C
5000461,0,0
5000462,-24,0
5000462,-23,X
5000462,-22,0
5000462,-21,C
5000462,-20,C
5000462,-19,X
5000462,-18,X
5000462,-17,C
5000462,-16,C
5000462,-15,0
5000462,-14,C
5000462,-13,C
5000462,-12,C
5000462,-11,0
5000462,-10,0
5000462,-9,0
5000462,-8,C
5000462,-7,C
5000462,-6,C
5000462,-5,X
5000462,-4,0
5000462,-3,0
5000462,-2,C
5000462,-1,X
5000462,0,X
5000463,-6,4
5000463,-5,0
5000463,-4,C
5000463,-3,C
5000463,-2,2
5000463,-1,2
5000463,0,3
5000464,-27,C
5000464,-26,C
5000464,-25,C
5000464,-24,1
5000464,-23,X
5000464,-22,0
5000464,-21,C
5000464,-20,C
5000464,-19,C
5000464,-18,0
5000464,-17,C
5000464,-16,C
5000464,-15,X
5000464,-14,X
5000464,-13,0
5000464,-12,C
5000464,-11,C
5000464,-10,0
5000464,-9,X
5000464,-8,C
5000464,-7,C
5000464,-6,0
5000464,-5,0
5000464,-4,X
5000464,-3,0
5000464,-2,X
5000464,-1,C
5000464,0,C
5000465,-10,0
5000465,-9,0
5000465,-8,1
5000465,-7,0
5000465,-6,0
5000465,-5,1
5000465,-4,1
5000465,-3,C
5000465,-2,1
5000465,-1,0
5000465,0,0
5000466,-12,C
5000466,-11,C
5000466,-10,C
5000466,-9,C
5000466,-8,C
5000466,-7,C
5000466,-6,0
5000466,-5,C
5000466,-4,C
5000466,-3,X
5000466,-2,0
5000466,-1,X
5000466,0,C
5000467,-31,X
5000467,-30,X
5000467,-29,C
5000467,-28,0
5000467,-27,C
5000467,-26,C
5000467,-25,0
5000467,-24,X
5000467,-23,0
5000467,-22,C
5000467,-21,C
5000467,-20,C
5000467,-19,0
5000467,-18,X
5000467,-17,0
5000467,-16,0
5000467,-15,0
5000467,-14,1
5000467,-13,C
5000467,-12,C
5000467,-11,C
5000467,-10,C
5000467,-9,X
5000467,-8,C
5000467,-7,C
5000467,-6,C
5000467,-5,C
5000467,-4,C
5000467,-3,C
5000467,-2,C
5000467,-1,C
5000467,0,0
5000468,-34,0
5000468,-33,0
5000468,-32,1
5000468,-31,1
5000468,-30,1
5000468,-29,4
5000468,-28,1
5000468,-27,0
5000468,-26,2
5000468,-25,0
5000468,-24,0
5000468,-23,0
5000468,-22,0
5000468,-21,C
5000468,-20,C
5000468,-19,C
5000468,-18,2
5000468,-17,3
5000468,-16,0
5000468,-15,2
5000468,-14,C
5000468,-13,3
5000468,-12,0
5000468,-11,C
5000468,-10,C
5000468,-9,0
5000468,-8,C
5000468,-7,0
5000468,-6,C
5000468,-5,0
5000468,-4,0
5000468,-3,5
5000468,-2,0
5000468,-1,0
5000468,0,1
5000469,-25,C
5000469,-24,C
5000469,-23,C
5000469,-22,0
5000469,-21,C
5000469,-20,C
5000469,-19,X
5000469,-18,X
5000469,-17,C
5000469,-16,X
5000469,-15,0
5000469,-14,C
5000469,-13,X
5000469,-12,0
5000469,-11,C
5000469,-10,0
5000469,-9,0
5000469,-8,0
5000469,-7,X
5000469,-6,0
5000469,-5,0
5000469,-4,0
5000469,-3,C
5000469,-2,C
5000469,-1,C
5000469,0,C
5000470,-28,0
5000470,-27,X
5000470,-26,C
5000470,-25,C
5000470,-24,C
5000470,-23,X
5000470,-22,C
5000470,-21,0
5000470,-20,X
5000470,-19,C
5000470,-18,C
5000470,-17,C
5000470,-16,C
5000470,-15,X
5000470,-14,X
5000470,-13,0
5000470,-12,C
5000470,-11,0
5000470,-10,C
5000470,-9,C
5000470,-8,X
5000470,-7,0
5000470,-6,C
5000470,-5,0
5000470,-4,0
5000470,-3,0
5000470,-2,C
5000470,-1,0
5000470,0,0
5000471,-34,4
5000471,-33,0
5000471,-32,C
5000471,-31,0
5000471,-30,C
5000471,-29,0
5000471,-28,0
5000471,-27,0
5000471,-26,1
5000471,-25,2
5000471,-24,0
5000471,-23,3
5000471,-22,C
5000471,-21,2
5000471,-20,2
5000471,-19,0
5000471,-18,0
5000471,-17,0
5000471,-16,2
5000471,-15,2
5000471,-14,0
5000471,-13,0
5000471,-12,C
5000471,-11,0
5000471,-10,5
5000471,-9,C
5000471,-8,3
5000471,-7,2
5000471,-6,4
5000471,-5,C
5000471,-4,0
5000471,-3,C
5000471,-2,1
5000471,-1,1
5000471,0,C
5000472,-10,C
5000472,-9,C
5000472,-8,C
5000472,-7,C
5000472,-6,C
5000472,-5,0
5000472,-4,0
5000472,-3,C
5000472,-2,0
5000472,-1,X
5000472,0,C
5000473,-22,X
5000473,-21,X
5000473,-20,X
5000473,-19,C
5000473,-18,0
5000473,-17,C
5000473,-16,0
5000473,-15,C
5000473,-14,C
5000473,-13,X
5000473,-12,C
5000473,-11,0
5000473,-10,C
5000473,-9,X
5000473,-8,C
5000473,-7,C
5000473,-6,C
5000473,-5,X
5000473,-4,X
5000473,-3,X
5000473,-2,1
5000473,-1,X
5000473,0,0
5000474,-30,0
5000474,-29,C
5000474,-28,0
5000474,-27,C
5000474,-26,C
5000474,-25,X
5000474,-24,C
5000474,-23,0
5000474,-22,C
5000474,-21,C
5000474,-20,C
5000474,-19,C
5000474,-18,C
5000474,-17,C
5000474,-16,X
5000474,-15,C
5000474,-14,C
5000474,-13,0
5000474,-12,C
5000474,-11,C
5000474,-10,X
5000474,-9,0
5000474,-8,0
5000474,-7,0
5000474,-6,C
5000474,-5,C
5000474,-4,C
5000474,-3,0
5000474,-2,C
5000474,-1,X
5000474,0,0
5000475,-28,C
5000475,-27,C
5000475,-26,0
5000475,-25,0
5000475,-24,C
5000475,-23,C
5000475,-22,C
5000475,-21,0
5000475,-20,X
5000475,-19,0
5000475,-18,X
5000475,-17,0
5000475,-16,0
5000475,-15,0
5000475,-14,C
5000475,-13,C
5000475,-12,X
5000475,-11,X
5000475,-10,X
5000475,-9,C
5000475,-8,X
5000475,-7,C
5000475,-6,X
5000475,-5,C
5000475,-4,C
5000475,-3,C
5000475,-2,0
5000475,-1,C
5000475,0,C
5000476,-19,C
5000476,-18,1
5000476,-17,X
5000476,-16,C
5000476,-15,X
5000476,-14,C
5000476,-13,0
5000476,-12,C
5000476,-11,1
5000476,-10,X
5000476,-9,0
5000476,-8,C
5000476,-7,C
5000476,-6,0
5000476,-5,X
5000476,-4,C
5000476,-3,C
5000476,-2,C
5000476,-1,X
5000476,0,C
5000477,-14,C
5000477,-13,0
5000477,-12,C
5000477,-11,C
5000477,-10,C
5000477,-9,0
5000477,-8,0
5000477,-7,0
5000477,-6,C
5000477,-5,0
5000477,-4,X
5000477,-3,C
5000477,-2,0
5000477,-1,X
5000477,0,0
5000478,-6,C
5000478,-5,C
5000478,-4,C
5000478,-3,C
5000478,-2,0
5000478,-1,C
5000478,0,X
5000479,-2,C
5000479,-1,0
5000479,0,C
5000480,-3,C
5000480,-2,C
5000480,-1,0
5000480,0,X
5000481,-27,C
5000481,-26,X
5000481,-25,C
5000481,-24,C
5000481,-23,C
5000481,-22,C
5000481,-21,0
5000481,-20,C
5000481,-19,C
5000481,-18,C
5000481,-17,0
5000481,-16,0
5000481,-15,C
5000481,-14,C
5000481,-13,0
5000481,-12,C
5000481,-11,1
5000481,-10,C
5000481,-9,C
5000481,-8,X
5000481,-7,X
5000481,-6,1
5000481,-5,0
5000481,-4,C
5000481,-3,X
5000481,-2,0
5000481,-1,X
5000481,0,C
5000482,-33,0
5000482,-32,C
5000482,-31,1
5000482,-30,C
5000482,-29,1
5000482,-28,1
5000482,-27,1
5000482,-26,1
5000482,-25,C
5000482,-24,1
5000482,-23,C
5000482,-22,0
5000482,-21,3
5000482,-20,0
5000482,-19,4
5000482,-18,C
5000482,-17,0
5000482,-16,C
5000482,-15,1
5000482,-14,C
5000482,-13,C
5000482,-12,0
5000482,-11,1
5000482,-10,C
5000482,-9,2
5000482,-8,C
5000482,-7,C
5000482,-6,0
5000482,-5,4
5000482,-4,C
5000482,-3,C
5000482,-2,1
5000482,-1,0
5000482,0,1
5000483,-2,0
5000483,-1,X
5000483,0,C
5000484,0,1
5000485,-10,0
5000485,-9,0
5000485,-8,0
5000485,-7,0
5000485,-6,1
5000485,-5,0
5000485,-4,0
5000485,-3,0
5000485,-2,C
5000485,-1,0
5000485,0,0
5000486,-9,C
5000486,-8,0
5000486,-7,C
5000486,-6,C
5000486,-5,C
5000486,-4,X
5000486,-3,0
5000486,-2,X
5000486,-1,C
5000486,0,X
5000487,-4,X
5000487,-3,C
5000487,-2,C
5000487,-1,X
5000487,0,1
5000488,-15,C
5000488,-14,1
5000488,-13,C
5000488,-12,0
5000488,-11,0
5000488,-10,0
5000488,-9,1
5000488,-8,1
5000488,-7,0
5000488,-6,3
5000488,-5,0
5000488,-4,0
5000488,-3,C
5000488,-2,0
5000488,-1,1
5000488,0,C
5000489,-31,X
5000489,-30,0
5000489,-29,X
5000489,-28,0
5000489,-27,C
5000489,-26,C
5000489,-25,C
5000489,-24,C
5000489,-23,0
5000489,-22,C
5000489,-21,X
5000489,-20,0
5000489,-19,C
5000489,-18,0
5000489,-17,0
5000489,-16,C
5000489,-15,C
5000489,-14,C
5000489,-13,0
5000489,-12,C
5000489,-11,0
5000489,-10,C
5000489,-9,0
5000489,-8,0
5000489,-7,0
5000489,-6,C
5000489,-5,C
5000489,-4,C
5000489,-3,C
5000489,-2,C
5000489,-1,0
5000489,0,0
5000490,-23,C
5000490,-22,1
5000490,-21,C
5000490,-20,X
5000490,-19,0
5000490,-18,X
5000490,-17,X
5000490,-16,0
5000490,-15,C
5000490,-14,C
5000490,-13,0
5000490,-12,C
5000490,-11,X
5000490,-10,X
5000490,-9,C
5000490,-8,0
5000490,-7,0
5000490,-6,C
5000490,-5,1
5000490,-4,0
5000490,-3,C
5000490,-2,X
5000490,-1,C
5000490,0,X
5000491,-15,X
5000491,-14,C
5000491,-13,C
5000491,-12,C
5000491,-11,C
5000491,-10,C
5000491,-9,0
5000491,-8,C
5000491,-7,C
5000491,-6,X
5000491,-5,C
5000491,-4,0
5000491,-3,C
5000491,-2,C
5000491,-1,0
5000491,0,X
5000492,-24,C
5000492,-23,C
5000492,-22,C
5000492,-21,C
5000492,-20,C
5000492,-19,C
5000492,-18,C
5000492,-17,0
5000492,-16,0
5000492,-15,C
5000492,-14,0
5000492,-13,X
5000492,-12,C
5000492,-11,C
5000492,-10,C
5000492,-9,C
5000492,-8,C
5000492,-7,X
5000492,-6,X
5000492,-5,0
5000492,-4,C
5000492,-3,0
5000492,-2,X
5000492,-1,0
5000492,0,C
5000493,-19,C
5000493,-18,X
5000493,-17,X
5000493,-16,0
5000493,-15,X
5000493,-14,C
5000493,-13,C
5000493,-12,0
5000493,-11,0
5000493,-10,C
5000493,-9,C
5000493,-8,0
5000493,-7,0
5000493,-6,X
5000493,-5,C
5000493,-4,0
5000493,-3,C
5000493,-2,C
5000493,-1,C
5000493,0,C
5000494,-21,C
5000494,-20,C
5000494,-19,C
5000494,-18,C
5000494,-17,C
5000494,-16,X
5000494,-15,X
5000494,-14,C
5000494,-13,C
5000494,-12,C
5000494,-11,C
5000494,-10,X
5000494,-9,C
5000494,-8,C
5000494,-7,0
5000494,-6,C
5000494,-5,X
5000494,-4,X
5000494,-3,C
5000494,-2,0
5000494,-1,X
5000494,0,C
5000495,-14,C
5000495,-13,C
5000495,-12,X
5000495,-11,C
5000495,-10,C
5000495,-9,1
5000495,-8,C
5000495,-7,X
5000495,-6,C
5000495,-5,0
5000495,-4,C
5000495,-3,C
5000495,-2,X
5000495,-1,0
5000495,0,0
5000496,-12,X
5000496,-11,C
5000496,-10,C
5000496,-9,X
5000496,-8,X
5000496,-7,C
5000496,-6,C
5000496,-5,C
5000496,-4,0
5000496,-3,0
5000496,-2,0
5000496,-1,C
5000496,0,X
5000497,-25,X
5000497,-24,0
5000497,-23,X
5000497,-22,C
5000497,-21,0
5000497,-20,C
5000497,-19,0
5000497,-18,C
5000497,-17,0
5000497,-16,C
5000497,-15,0
5000497,-14,C
5000497,-13,C
5000497,-12,0
5000497,-11,C
5000497,-10,0
5000497,-9,0
5000497,-8,X
5000497,-7,C
5000497,-6,0
5000497,-5,0
5000497,-4,C
5000497,-3,C
5000497,-2,C
5000497,-1,C
5000497,0,X
5000498,-24,X
5000498,-23,X
5000498,-22,0
5000498,-21,0
5000498,-20,0
5000498,-19,C
5000498,-18,X
5000498,-17,C
5000498,-16,C
5000498,-15,0
5000498,-14,C
5000498,-13,X
5000498,-12,0
5000498,-11,C
5000498,-10,C
5000498,-9,0
5000498,-8,0
5000498,-7,0
5000498,-6,X
5000498,-5,C
5000498,-4,C
5000498,-3,X
5000498,-2,C
5000498,-1,0
5000498,0,C
5000499,-14,C
5000499,-13,C
5000499,-12,0
5000499,-11,C
5000499,-10,C
5000499,-9,C
5000499,-8,0
5000499,-7,0
5000499,-6,X
5000499,-5,C
5000499,-4,C
5000499,-3,C
5000499,-2,X
5000499,-1,C
5000499,0,0
5000500,-11,C
5000500,-10,C
5000500,-9,C
5000500,-8,X
5000500,-7,0
5000500,-6,C
5000500,-5,0
5000500,-4,X
5000500,-3,1
5000500,-2,X
5000500,-1,0
5000500,0,C
5000501,-30,C
5000501,-29,X
5000501,-28,X
5000501,-27,0
5000501,-26,C
5000501,-25,0
5000501,-24,0
5000501,-23,0
5000501,-22,0
5000501,-21,X
5000501,-20,C
5000501,-19,C
5000501,-18,0
5000501,-17,0
5000501,-16,C
5000501,-15,X
5000501,-14,C
5000501,-13,C
5000501,-12,X
5000501,-11,C
5000501,-10,C
5000501,-9,C
5000501,-8,X
5000501,-7,C
5000501,-6,C
5000501,-5,C
5000501,-4,C
5000501,-3,C
5000501,-2,C
5000501,-1,C
5000501,0,0
5000502,-25,C
5000502,-24,C
5000502,-23,0
5000502,-22,C
5000502,-21,C
5000502,-20,C
5000502,-19,X
5000502,-18,C
5000502,-17,X
5000502,-16,C
5000502,-15,C
5000502,-14,X
5000502,-13,0
5000502,-12,X
5000502,-11,C
5000502,-10,X
5000502,-9,C
5000502,-8,0
5000502,-7,X
5000502,-6,C
5000502,-5,X
5000502,-4,X
5000502,-3,C
5000502,-2,0
5000502,-1,0
5000502,0,C
5000503,-9,C
5000503,-8,X
5000503,-7,X
5000503,-6,X
5000503,-5,0
5000503,-4,C
5000503,-3,1
5000503,-2,0
5000503,-1,C
5000503,0,0
5000504,-25,X
5000504,-24,0
5000504,-23,0
5000504,-22,X
5000504,-21,C
5000504,-20,X
5000504,-19,C
5000504,-18,X
5000504,-17,0
5000504,-16,C
5000504,-15,C
5000504,-14,X
5000504,-13,C
5000504,-12,C
5000504,-11,X
5000504,-10,0
5000504,-9,0
5000504,-8,C
5000504,-7,X
5000504,-6,C
5000504,-5,0
5000504,-4,X
5000504,-3,0
5000504,-2,0
5000504,-1,C
5000504,0,1
5000505,-12,C
5000505,-11,0
5000505,-10,0
5000505,-9,0
5000505,-8,0
5000505,-7,C
5000505,-6,0
5000505,-5,0
5000505,-4,0
5000505,-3,X
5000505,-2,C
5000505,-1,C
5000505,0,C
5000506,-6,C
5000506,-5,X
5000506,-4,C
5000506,-3,C
5000506,-2,C
5000506,-1,X
5000506,0,C
5000507,-1,0
5000507,0,X
5000508,-28,C
5000508,-27,0
5000508,-26,C
5000508,-25,X
5000508,-24,0
5000508,-23,C
5000508,-22,C
5000508,-21,0
5000508,-20,X
5000508,-19,C
5000508,-18,C
5000508,-17,C
5000508,-16,C
5000508,-15,C
5000508,-14,0
5000508,-13,C
5000508,-12,X
5000508,-11,0
5000508,-10,C
5000508,-9,0
5000508,-8,0
5000508,-7,C
5000508,-6,C
5000508,-5,0
5000508,-4,1
5000508,-3,C
5000508,-2,C
5000508,-1,C
5000508,0,C
5000509,-17,0
5000509,-16,X
5000509,-15,C
5000509,-14,C
5000509,-13,0
5000509,-12,C
5000509,-11,C
5000509,-10,C
5000509,-9,C
5000509,-8,C
5000509,-7,X
5000509,-6,1
5000509,-5,0
5000509,-4,C
5000509,-3,0
5000509,-2,0
5000509,-1,0
5000509,0,C
5000510,-27,X
5000510,-26,0
5000510,-25,C
5000510,-24,C
5000510,-23,X
5000510,-22,C
5000510,-21,X
5000510,-20,0
5000510,-19,0
5000510,-18,C
5000510,-17,C
5000510,-16,X
5000510,-15,X
5000510,-14,0
5000510,-13,X
5000510,-12,C
5000510,-11,X
5000510,-10,X
5000510,-9,X
5000510,-8,X
5000510,-7,C
5000510,-6,C
5000510,-5,C
5000510,-4,C
5000510,-3,C
5000510,-2,0
5000510,-1,C
5000510,0,0
5000511,-31,C
5000511,-30,C
5000511,-29,0
5000511,-28,C
5000511,-27,C
5000511,-26,0
5000511,-25,C
5000511,-24,C
5000511,-23,C
5000511,-22,C
5000511,-21,C
5000511,-20,C
5000511,-19,0
5000511,-18,0
5000511,-17,C
5000511,-16,C
5000511,-15,C
5000511,-14,X
5000511,-13,C
5000511,-12,0
5000511,-11,0
5000511,-10,C
5000511,-9,X
5000511,-8,C
5000511,-7,C
5000511,-6,C
5000511,-5,C
5000511,-4,X
5000511,-3,X
5000511,-2,C
5000511,-1,1
5000511,0,C
5000512,-6,X
5000512,-5,X
5000512,-4,0
5000512,-3,C
5000512,-2,0
5000512,-1,C
5000512,0,0
5000513,-5,0
5000513,-4,X
5000513,-3,0
5000513,-2,C
5000513,-1,C
5000513,0,0
5000514,-9,C
5000514,-8,X
5000514,-7,0
5000514,-6,0
5000514,-5,C
5000514,-4,1
5000514,-3,0
5000514,-2,C
5000514,-1,C
5000514,0,C
5000515,-6,X
5000515,-5,X
5000515,-4,X
5000515,-3,C
5000515,-2,0
5000515,-1,X
5000515,0,0
5000516,-1,X
5000516,0,0
5000517,-1,0
5000517,0,1
5000518,-21,C
5000518,-20,X
5000518,-19,0
5000518,-18,X
5000518,-17,0
5000518,-16,0
5000518,-15,X
5000518,-14,X
5000518,-13,C
5000518,-12,C
5000518,-11,0
5000518,-10,0
5000518,-9,C
5000518,-8,0
5000518,-7,C
5000518,-6,C
5000518,-5,C
5000518,-4,0
5000518,-3,0
5000518,-2,X
5000518,-1,C
5000518,0,X
5000519,-29,4
5000519,-28,C
5000519,-27,0
5000519,-26,C
5000519,-25,0
5000519,-24,C
5000519,-23,2
5000519,-22,C
5000519,-21,0
5000519,-20,0
5000519,-19,4
5000519,-18,1
5000519,-17,0
5000519,-16,0
5000519,-15,C
5000519,-14,1
5000519,-13,1
5000519,-12,1
5000519,-11,C
5000519,-10,1
5000519,-9,1
5000519,-8,4
5000519,-7,0
5000519,-6,0
5000519,-5,0
5000519,-4,C
5000519,-3,1
5000519,-2,1
5000519,-1,0
5000519,0,C
5000520,-22,0
5000520,-21,0
5000520,-20,0
5000520,-19,0
5000520,-18,1
5000520,-17,2
5000520,-16,C
5000520,-15,1
5000520,-14,0
5000520,-13,5
5000520,-12,0
5000520,-11,C
5000520,-10,0
5000520,-9,C
5000520,-8,C
5000520,-7,1
5000520,-6,1
5000520,-5,0
5000520,-4,1
5000520,-3,0
5000520,-2,1
5000520,-1,0
5000520,0,1
5000521,-13,C
5000521,-12,C
5000521,-11,0
5000521,-10,C
5000521,-9,C
5000521,-8,0
5000521,-7,C
5000521,-6,0
5000521,-5,C
5000521,-4,C
5000521,-3,C
5000521,-2,0
5000521,-1,C
5000521,0,C
5000522,-5,0
5000522,-4,3
5000522,-3,2
5000522,-2,5
5000522,-1,1
5000522,0,1
5000523,-10,X
5000523,-9,C
5000523,-8,X
5000523,-7,C
5000523,-6,C
5000523,-5,X
5000523,-4,0
5000523,-3,X
5000523,-2,C
5000523,-1,C
5000523,0,X
5000524,-7,0
5000524,-6,0
5000524,-5,C
5000524,-4,0
5000524,-3,C
5000524,-2,C
5000524,-1,C
5000524,0,X
5000525,-26,X
5000525,-25,0
5000525,-24,0
5000525,-23,0
5000525,-22,C
5000525,-21,X
5000525,-20,0
5000525,-19,X
5000525,-18,0
5000525,-17,C
5000525,-16,C
5000525,-15,0
5000525,-14,X
5000525,-13,C
5000525,-12,C
5000525,-11,0
5000525,-10,C
5000525,-9,C
5000525,-8,C
5000525,-7,0
5000525,-6,0
5000525,-5,X
5000525,-4,X
5000525,-3,C
5000525,-2,C
5000525,-1,0
5000525,0,C
5000526,-30,0
5000526,-29,C
5000526,-28,0
5000526,-27,C
5000526,-26,C
5000526,-25,0
5000526,-24,C
5000526,-23,C
5000526,-22,C
5000526,-21,0
5000526,-20,0
5000526,-19,0
5000526,-18,X
5000526,-17,C
5000526,-16,C
5000526,-15,C
5000526,-14,X
5000526,-13,X
5000526,-12,C
5000526,-11,C
5000526,-10,C
5000526,-9,C
5000526,-8,C
5000526,-7,C
5000526,-6,C
5000526,-5,0
5000526,-4,C
5000526,-3,0
5000526,-2,C
5000526,-1,X
5000526,0,C
5000527,-2,C
5000527,-1,X
5000527,0,C
5000528,-26,X
5000528,-25,C
5000528,-24,C
5000528,-23,0
5000528,-22,0
5000528,-21,C
5000528,-20,C
5000528,-19,0
5000528,-18,0
5000528,-17,1
5000528,-16,C
5000528,-15,C
5000528,-14,C
5000528,-13,X
5000528,-12,C
5000528,-11,C
5000528,-10,C
5000528,-9,X
5000528,-8,C
5000528,-7,X
5000528,-6,0
5000528,-5,0
5000528,-4,C
5000528,-3,1
5000528,-2,C
5000528,-1,C
5000528,0,1
5000529,-12,C
5000529,-11,C
5000529,-10,X
5000529,-9,C
5000529,-8,0
5000529,-7,C
5000529,-6,X
5000529,-5,0
5000529,-4,C
5000529,-3,0
5000529,-2,0
5000529,-1,X
5000529,0,C
5000530,-33,C
5000530,-32,X
5000530,-31,0
5000530,-30,C
5000530,-29,0
5000530,-28,C
5000530,-27,0
5000530,-26,C
5000530,-25,0
5000530,-24,C
5000530,-23,0
5000530,-22,C
5000530,-21,C
5000530,-20,C
5000530,-19,C
5000530,-18,X
5000530,-17,0
5000530,-16,X
5000530,-15,0
5000530,-14,C
5000530,-13,X
5000530,-12,C
5000530,-11,0
5000530,-10,C
5000530,-9,X
5000530,-8,C
5000530,-7,C
5000530,-6,C
5000530,-5,C
5000530,-4,C
5000530,-3,C
5000530,-2,0
5000530,-1,C
5000530,0,0
5000531,-22,C
5000531,-21,0
5000531,-20,0
5000531,-19,X
5000531,-18,C
5000531,-17,C
5000531,-16,C
5000531,-15,X
5000531,-14,0
5000531,-13,C
5000531,-12,0
5000531,-11,C
5000531,-10,X
5000531,-9,X
5000531,-8,C
5000531,-7,X
5000531,-6,C
5000531,-5,C
5000531,-4,C
5000531,-3,C
5000531,-2,C
5000531,-1,X
5000531,0,C
5000532,-25,X
5000532,-24,0
5000532,-23,X
5000532,-22,C
5000532,-21,C
5000532,-20,C
5000532,-19,C
5000532,-18,C
5000532,-17,0
5000532,-16,X
5000532,-15,X
5000532,-14,C
5000532,-13,C
5000532,-12,X
5000532,-11,0
5000532,-10,X
5000532,-9,0
5000532,-8,0
5000532,-7,C
5000532,-6,C
5000532,-5,X
5000532,-4,C
5000532,-3,C
5000532,-2,C
5000532,-1,C
5000532,0,0
5000533,-20,X
5000533,-19,X
5000533,-18,X
5000533,-17,0
5000533,-16,0
5000533,-15,X
5000533,-14,C
5000533,-13,C
5000533,-12,X
5000533,-11,0
5000533,-10,0
5000533,-9,X
5000533,-8,X
5000533,-7,C
5000533,-6,C
5000533,-5,C
5000533,-4,C
5000533,-3,C
5000533,-2,C
5000533,-1,X
5000533,0,X
5000534,-34,0
5000534,-33,C
5000534,-32,0
5000534,-31,C
5000534,-30,0
5000534,-29,X
5000534,-28,C
5000534,-27,C
5000534,-26,0
5000534,-25,C
5000534,-24,0
5000534,-23,C
5000534,-22,1
5000534,-21,X
5000534,-20,C
5000534,-19,C
5000534,-18,C
5000534,-17,C
5000534,-16,C
5000534,-15,0
5000534,-14,0
5000534,-13,C
5000534,-12,X
5000534,-11,C
5000534,-10,C
5000534,-9,C
5000534,-8,0
5000534,-7,0
5000534,-6,C
5000534,-5,C
5000534,-4,C
5000534,-3,0
5000534,-2,C
5000534,-1,X
5000534,0,0
5000535,-34,X
5000535,-33,X
5000535,-32,0
5000535,-31,C
5000535,-30,C
5000535,-29,C
5000535,-28,C
5000535,-27,C
5000535,-26,0
5000535,-25,X
5000535,-24,0
5000535,-23,C
5000535,-22,0
5000535,-21,X
5000535,-20,C
5000535,-19,X
5000535,-18,0
5000535,-17,C
5000535,-16,X
5000535,-15,0
5000535,-14,C
5000535,-13,X
5000535,-12,C
5000535,-11,C
5000535,-10,X
5000535,-9,C
5000535,-8,0
5000535,-7,C
5000535,-6,C
5000535,-5,X
5000535,-4,C
5000535,-3,C
5000535,-2,0
5000535,-1,0
5000535,0,0
5000536,-34,0
5000536,-33,C
5000536,-32,C
5000536,-31,C
5000536,-30,C
5000536,-29,0
5000536,-28,X
5000536,-27,X
5000536,-26,C
5000536,-25,C
5000536,-24,C
5000536,-23,0
5000536,-22,C
5000536,-21,0
5000536,-20,C
5000536,-19,X
5000536,-18,X
5000536,-17,0
5000536,-16,C
5000536,-15,C
5000536,-14,C
5000536,-13,0
5000536,-12,C
5000536,-11,C
5000536,-10,X
5000536,-9,X
5000536,-8,0
5000536,-7,0
5000536,-6,X
5000536,-5,0
5000536,-4,0
5000536,-3,C
5000536,-2,0
5000536,-1,X
5000536,0,C
5000537,-33,0
5000537,-32,0
5000537,-31,0
5000537,-30,0
5000537,-29,C
5000537,-28,C
5000537,-27,C
5000537,-26,0
5000537,-25,0
5000537,-24,X
5000537,-23,0
5000537,-22,X
5000537,-21,C
5000537,-20,C
5000537,-19,C
5000537,-18,C
5000537,-17,C
5000537,-16,0
5000537,-15,C
5000537,-14,0
5000537,-13,C
5000537,-12,1
5000537,-11,0
5000537,-10,0
5000537,-9,C
5000537,-8,C
5000537,-7,X
5000537,-6,C
5000537,-5,C
5000537,-4,C
5000537,-3,C
5000537,-2,0
5000537,-1,C
5000537,0,1
5000538,-15,0
5000538,-14,0
5000538,-13,C
5000538,-12,C
5000538,-11,X
5000538,-10,C
5000538,-9,X
5000538,-8,C
5000538,-7,C
5000538,-6,C
5000538,-5,X
5000538,-4,X
5000538,-3,C
5000538,-2,C
5000538,-1,C
5000538,0,X
5000539,-22,X
5000539,-21,0
5000539,-20,C
5000539,-19,C
5000539,-18,0
5000539,-17,0
5000539,-16,C
5000539,-15,0
5000539,-14,X
5000539,-13,0
5000539,-12,C
5000539,-11,0
5000539,-10,0
5000539,-9,C
5000539,-8,0
5000539,-7,C
5000539,-6,C
5000539,-5,C
5000539,-4,0
5000539,-3,X
5000539,-2,X
5000539,-1,X
5000539,0,C
5000540,-12,0
5000540,-11,X
5000540,-10,C
5000540,-9,1
5000540,-8,0
5000540,-7,0
5000540,-6,C
5000540,-5,C
5000540,-4,C
5000540,-3,C
5000540,-2,X
5000540,-1,0
5000540,0,C
5000541,-6,0
5000541,-5,X
5000541,-4,0
5000541,-3,C
5000541,-2,X
5000541,-1,X
5000541,0,C
5000542,-8,C
5000542,-7,0
5000542,-6,C
5000542,-5,C
5000542,-4,X
5000542,-3,0
5000542,-2,0
5000542,-1,0
5000542,0,C
5000543,-17,0
5000543,-16,C
5000543,-15,0
5000543,-14,C
5000543,-13,X
5000543,-12,X
5000543,-11,C
5000543,-10,C
5000543,-9,C
5000543,-8,C
5000543,-7,C
5000543,-6,0
5000543,-5,0
5000543,-4,C
5000543,-3,C
5000543,-2,C
5000543,-1,C
5000543,0,0
5000544,-20,0
5000544,-19,X
5000544,-18,0
5000544,-17,X
5000544,-16,0
5000544,-15,C
